ID,irods_path,alignment,component,composition,dcterms:created,dcterms:creator,dcterms:publisher,id_product,id_run,irods::access_time,is_paired_read,lane,library_id,library_type,manual_qc,md5,reference,sample,sample_accession_number,sample_common_name,sample_donor_id,sample_id,sample_lims,sample_supplier_name,sample_uuid,seqchksum,study,study_accession_number,study_id,study_title,tag_index,target,total_reads,type,subset,sweep_or_wgs,sample_source,linking_id
49990_2#36,/seq/illumina/runs/49/49990/lane2/plex36/49990_2#36.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":36}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":36}]}",2025-01-09T16:03:39Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",dd40a942ee1c17876323ead3cc635f1a141dd12262e7f027643421d5da44c3d5,49990,1736856458,1,2,73716754,pWGS-384,1,8f8f0ffd2226f30d8597f20db0e2eb53,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051728,ERS21366106,Escherichia coli,TRACS15051728,9920674,SQSCP,TRACS_LCL_698_228221,7ab07ce0-92ad-11ef-b117-0242391542d4,1369a62512125af279443d177fad61e31369a62512125af279443d177fad61e3,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,36,1,2898810,cram,target,wgs,blood,228221
49915_3#172,/seq/illumina/runs/49/49915/lane3/plex172/49915_3#172.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":172}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":172}]}",2024-12-12T02:28:42Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",a083aea51bc4ef4b4595aa2f416ba5c3dc50957ea5cfd40ad0631bcd9b1809c5,49915,1734006725,1,3,72260429,Standard,1,5b4699003b471252c012ad6cb016c6c4,NA,TRACS15052448,ERS21364594,metagenome,TRACS15052448,9919284,SQSCP,TRACS_Sweep_2_ES_4077,f8308f00-92aa-11ef-b505-02423c45b5b8,7ee2a96e3cbfce9f475464197577b6507ee2a96e3cbfce9f475464197577b650,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,172,1,27618964,cram,target,sweep,environmental,TRACS_2_ES_4077
49989_1#51,/seq/illumina/runs/49/49989/lane1/plex51/49989_1#51.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":51}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":51}]}",2025-01-09T17:06:51Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",970a53fb15e8a68fca8380805520d4501fcb0e650b7b6d1a8bdd60c18f4c8a26,49989,1736530924,1,1,73716347,pWGS-384,1,9544f7a1e71a4b6e6005af6120322026,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051407,ERS21365785,Escherichia coli,TRACS15051407,9920353,SQSCP,"TRACS_WH_49_M,23.1314865.RA",74e75d24-92ad-11ef-b117-0242391542d4,706622593ebd27030a3742490351a498706622593ebd27030a3742490351a498,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,51,1,1790960,cram,target,wgs,blood,"M,23.1314865.RA"
49990_2#210,/seq/illumina/runs/49/49990/lane2/plex210/49990_2#210.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":210}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":210}]}",2025-01-09T16:34:13Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",b9d892285b709dd42d52d67cd35d781c956c017925b07b52138c6ed18bdd6ce7,49990,1736856894,1,2,73716766,pWGS-384,1,ce90f43a3df1305bb2dc8ed1c59b16ab,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051780,ERS21366174,Escherichia coli,TRACS15051780,9920726,SQSCP,"TRACS_WH_276_M,23.1332510.BA",7ba2af1a-92ad-11ef-b117-0242391542d4,422b67d5207ec3c004b26a0f25212027422b67d5207ec3c004b26a0f25212027,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,210,1,866350,cram,target,wgs,blood,"M,23.1332510.BA"
49990_1#345,/seq/illumina/runs/49/49990/lane1/plex345/49990_1#345.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":345}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":345}]}",2025-01-09T15:49:16Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",979678e3f7b635d905900c48cc3c89dd58d64eb1929d64b4ba85afef0c3176c5,49990,1736856261,1,1,73717661,pWGS-384,1,19c80dceeb1f769cac20f26de455c640,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050554,ERS21364942,Escherichia coli,TRACS15050554,9919500,SQSCP,TRACS_2_PS_328,64be54ca-92ad-11ef-b117-0242391542d4,671335ba70dac4c1550ae15c6e0f5137671335ba70dac4c1550ae15c6e0f5137,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,345,1,2107906,cram,target,wgs,stool,TRACS_2_PS_328
49937_1#105,/seq/illumina/runs/49/49937/lane1/plex105/49937_1#105.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":105}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":105}]}",2024-12-18T06:17:25Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",51b439542c57582d8d032c9cf703d9db8bb73268b10554ddc3718de85660f635,49937,1734620723,1,1,73718030,pWGS-384,1,b655ed7026a913b4eb3f7ee8235bef63,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051116,ERS21365446,Klebsiella pneumoniae,TRACS15051116,9920062,SQSCP,TRACS_LCL_714_228689,6f4e5278-92ad-11ef-b117-0242391542d4,5903d2ac06119cea6e65aad8277eeb045903d2ac06119cea6e65aad8277eeb04,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,105,1,1453146,cram,target,wgs,blood,228689
49937_1#114,/seq/illumina/runs/49/49937/lane1/plex114/49937_1#114.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":114}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":114}]}",2024-12-18T06:18:45Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",a56ac79b84e3c75e06cbed400f10d31bea78e4c89bd8e20b5b1dd4bb3c9dcacf,49937,1734620739,1,1,73717863,pWGS-384,1,a75a65aa2ceda56ee2ccfce7933060d7,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050507,ERS21364895,Klebsiella pneumoniae,TRACS15050507,9919453,SQSCP,TRACS_2_ES_3378,63ddb3fc-92ad-11ef-b117-0242391542d4,6637086456450353076db487429e3f9d6637086456450353076db487429e3f9d,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,114,1,2204452,cram,target,wgs,environmental,TRACS_2_ES_3378
49989_1#163,/seq/illumina/runs/49/49989/lane1/plex163/49989_1#163.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":163}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":163}]}",2025-01-09T17:28:05Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",a6e78f86f9ff70cd68331286c53f3f5cbeb6cfe5d2cc9060501ade61509cfc16,49989,1736531145,1,1,73716354,pWGS-384,1,865d4db150678ac2f4c16024edcd85ff,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051199,ERS21365577,Escherichia coli,TRACS15051199,9920145,SQSCP,TRACS_LCL_761_230489,70dee5f8-92ad-11ef-b117-0242391542d4,23fd363e1a12d4ec63d4e58a5961b30d23fd363e1a12d4ec63d4e58a5961b30d,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,163,1,2707046,cram,target,wgs,blood,230489
49937_1#329,/seq/illumina/runs/49/49937/lane1/plex329/49937_1#329.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":329}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":329}]}",2024-12-18T06:54:50Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",02f0526719cbeebe83f6225d5dcac7d505a3ea02e762e9734a71e5978df4a8f2,49937,1734621158,1,1,73718044,pWGS-384,1,b9f05641acedca042454ff8b6f801447,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051245,ERS21365624,Escherichia coli,TRACS15051245,9920191,SQSCP,TRACS_LCL_29_220473,71d3f728-92ad-11ef-b117-0242391542d4,350b0fc6038557275f1f744106a16116350b0fc6038557275f1f744106a16116,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,329,1,209214,cram,target,wgs,blood,220473
49990_2#51,/seq/illumina/runs/49/49990/lane2/plex51/49990_2#51.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":51}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":51}]}",2025-01-09T16:05:58Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",7e57c4bf440facf773ac5ff3fddcc065d6e8a678243358904d2b941750225157,49990,1736856497,1,2,73716731,pWGS-384,1,39e84e896fe08f10c6dcc978d924a5b3,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051870,ERS21366248,Escherichia coli,TRACS15051870,9920816,SQSCP,TRACS_CA_LIV47,7da6eef2-92ad-11ef-b117-0242391542d4,69c05dfb103fa4845a67463c2cea753069c05dfb103fa4845a67463c2cea7530,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,51,1,1342606,cram,target,wgs,NA,TRACS_CA_LIV47
49915_3#10,/seq/illumina/runs/49/49915/lane3/plex10/49915_3#10.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":10}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":10}]}",2024-12-12T01:54:41Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",a3c824eb17bdc058cb77e6b1c29f9eef4d65ec53b20666d6d22503ac9429df72,49915,1734006423,1,3,72260407,Standard,1,c02304f963278d7a5a5fed7dc403427f,NA,TRACS15052361,ERS21364520,metagenome,TRACS15052361,9919201,SQSCP,TRACS_Sweep_2_ES_2428,f734369c-92aa-11ef-b505-02423c45b5b8,21c8078056bca74a3cf97dd4798cd63121c8078056bca74a3cf97dd4798cd631,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,10,1,22318212,cram,target,sweep,environmental,TRACS_2_ES_2428
49990_1#315,/seq/illumina/runs/49/49990/lane1/plex315/49990_1#315.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":315}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":315}]}",2025-01-09T15:44:07Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",7be37709e04e37f75bfd1e00cd3e00034726d2fe630b7e33803f102c7c78bd1b,49990,1736856186,1,1,73717707,pWGS-384,1,21a78717c6a6e1ac453f97d7a4e95889,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050541,ERS21364929,Escherichia coli,TRACS15050541,9919487,SQSCP,TRACS_2_ES_3110,647eadb6-92ad-11ef-b117-0242391542d4,2488bc9a42c0be057fbb08a55e548b1f2488bc9a42c0be057fbb08a55e548b1f,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,315,1,3074284,cram,target,wgs,environmental,TRACS_2_ES_3110
49989_2#210,/seq/illumina/runs/49/49989/lane2/plex210/49989_2#210.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":210}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":210}]}",2025-01-09T18:51:43Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",df31d86c85769db825269213d4c17dd73397619c1eabf13b898bc1ccf27cb82c,49989,1736531998,1,2,73715949,pWGS-384,1,70f6aae3b00797720fc38adeadfeb90e,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051062,ERS21365486,Escherichia coli,TRACS15051062,9920008,SQSCP,TRACS_LCL_417_226445,6e31d540-92ad-11ef-b117-0242391542d4,72a528af26840edc5c6862f42f865a3272a528af26840edc5c6862f42f865a32,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,210,1,983198,cram,target,wgs,blood,226445
49989_2#227,/seq/illumina/runs/49/49989/lane2/plex227/49989_2#227.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":227}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":227}]}",2025-01-09T18:54:48Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",dc75b7736147300aa12c92d9da717578a777b16dab5af878f8b04ec8e86b9899,49989,1736532033,1,2,73715974,pWGS-384,1,8fe69f76ac519b33111d4a3f32f2d637,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050728,ERS21365106,Escherichia coli,TRACS15050728,9919674,SQSCP,TRACS_2_PS_768,67d668fa-92ad-11ef-b117-0242391542d4,570d2ab6670d82be4866fb297fd16858570d2ab6670d82be4866fb297fd16858,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,227,1,932556,cram,target,wgs,stool,TRACS_2_PS_768
49989_2#72,/seq/illumina/runs/49/49989/lane2/plex72/49989_2#72.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":72}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":72}]}",2025-01-09T18:25:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",789f19330fe14db12aa5df15583b72a42de2e9ba834db1b3ca78d966048c4e28,49989,1736531729,1,2,73716084,pWGS-384,1,afb26cd369f6dd42f444f3acb420f07b,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050795,ERS21365197,Klebsiella pneumoniae,TRACS15050795,9919741,SQSCP,TRACS_LCL_55_216192,6908364a-92ad-11ef-b117-0242391542d4,3051fc527595ca03680815bb49cb94fd3051fc527595ca03680815bb49cb94fd,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,72,1,3547070,cram,target,wgs,blood,216192
49989_2#143,/seq/illumina/runs/49/49989/lane2/plex143/49989_2#143.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":143}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":143}]}",2025-01-09T18:39:09Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",cda422613f752584e71fa12334edb91222fbbf54d1a4754d810089ecaef2b634,49989,1736531868,1,2,73716256,pWGS-384,1,f541d84e06cdf8954f1d8a3592303fea,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050701,ERS21365079,Escherichia coli,TRACS15050701,9919647,SQSCP,TRACS_2_PS_450,6755440a-92ad-11ef-b117-0242391542d4,1401bfc2623ea4a41b99b7c512c3803c1401bfc2623ea4a41b99b7c512c3803c,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,143,1,1541642,cram,target,wgs,stool,TRACS_2_PS_450
49989_1#236,/seq/illumina/runs/49/49989/lane1/plex236/49989_1#236.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":236}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":236}]}",2025-01-09T17:41:48Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",1c325312a556416b20f1e21c9fc2fed18cb7b05b163a9f7f9b38be9aa04fb6b8,49989,1736531286,1,1,73716574,pWGS-384,1,88da56d17d84e6bfc6aa629a6a8b49bd,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051347,ERS21365703,Klebsiella pneumoniae,TRACS15051347,9920293,SQSCP,TRACS_LCL_563_222583,73c6ac6a-92ad-11ef-b117-0242391542d4,4385b649040bbce35ce100ce75e821c14385b649040bbce35ce100ce75e821c1,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,236,1,2446858,cram,target,wgs,blood,222583
49990_1#306,/seq/illumina/runs/49/49990/lane1/plex306/49990_1#306.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":306}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":306}]}",2025-01-09T15:42:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",804aeedaaa1aa50b8e226d726d2d98ee660495abfec694b600b70a9b99b79c09,49990,1736856161,1,1,73717491,pWGS-384,1,bdd43a43a99aa9bf96467e3e96214aab,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050793,ERS21365195,Escherichia coli,TRACS15050793,9919739,SQSCP,TRACS_LCL_128_217073,68fb6fdc-92ad-11ef-b117-0242391542d4,2363e5125b6d7498525f23ec35192f082363e5125b6d7498525f23ec35192f08,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,306,1,2104924,cram,target,wgs,blood,217073
49990_2#95,/seq/illumina/runs/49/49990/lane2/plex95/49990_2#95.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":95}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":95}]}",2025-01-09T16:13:52Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",afc2897d5fec442283b97b1a9f311ab33104a701bcf2e5fec08754335a8ac6f7,49990,1736856602,1,2,73717021,pWGS-384,1,8e8a33cf9e6c023e8ee97d528e021635,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15255490,ERS21366272,Escherichia coli,TRACS15255490,9920840,SQSCP,TRACS_2_PS_896,265c9d76-92ae-11ef-bce3-02423c45b5b8,6f9255f96fc1315f3bdbda682385ac226f9255f96fc1315f3bdbda682385ac22,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,95,1,2902054,cram,target,wgs,stool,TRACS_2_PS_896
49873_3#108,/seq/illumina/runs/49/49873/lane3/plex108/49873_3#108.cram,0,"{""id_run"":49873,""position"":3,""tag_index"":108}","{""components"":[{""id_run"":49873,""position"":3,""tag_index"":108}]}",2024-11-30T16:59:07Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",dc3e874a24d7917db9539bac3b617b6f9080eea72b2a590ded18fb0e509bddc7,49873,1733223890,1,3,73056562,Standard,1,bf16dac42f7ffcb139a79dfdb120ea37,NA,TRACS15052254,ERS21364404,metagenome,TRACS15052254,9919094,SQSCP,TRACS_Sweep_2_ES_2818,f604753e-92aa-11ef-b505-02423c45b5b8,267a299b2eb5fdda17a1ac8b5689b947267a299b2eb5fdda17a1ac8b5689b947,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,108,1,31198226,cram,target,sweep,environmental,TRACS_2_ES_2818
49989_2#198,/seq/illumina/runs/49/49989/lane2/plex198/49989_2#198.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":198}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":198}]}",2025-01-09T18:49:28Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",0be27ed3890e8e413b61832eef473d05e70ee35ff11ea69d0e348101c1f57f26,49989,1736531975,1,2,73716044,pWGS-384,1,6b0c1908aec64a70d6cdf3d7b2bc038c,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050828,ERS21365141,Escherichia coli,TRACS15050828,9919774,SQSCP,TRACS_LCL_157_217525,69904954-92ad-11ef-b117-0242391542d4,22461b700dc9f9434b44f5104bf4054622461b700dc9f9434b44f5104bf40546,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,198,1,2628034,cram,target,wgs,blood,217525
49937_1#371,/seq/illumina/runs/49/49937/lane1/plex371/49937_1#371.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":371}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":371}]}",2024-12-18T07:01:45Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",d077df77db5b2d102dcd001f4a00226cf02aab6545a038c8950d1fb5959c2435,49937,1734621240,1,1,73717903,pWGS-384,1,594935753a3d38842bcbe901265bf234,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050458,ERS21364836,Escherichia coli,TRACS15050458,9919404,SQSCP,TRACS_2_ES_1537,62bf19c0-92ad-11ef-b117-0242391542d4,3bbf35ed7f8fc12c11cea1b1271ce6d23bbf35ed7f8fc12c11cea1b1271ce6d2,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,371,1,3507298,cram,target,wgs,environmental,TRACS_2_ES_1537
49990_2#15,/seq/illumina/runs/49/49990/lane2/plex15/49990_2#15.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":15}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":15}]}",2025-01-09T15:58:46Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",3f68d5b13a952ce9ac8f17dd66e853b1d3cff28340f8b6aec09cde0ff119429b,49990,1736856405,1,2,73717016,pWGS-384,1,d2e2a1999d1c9069439f162975d40207,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051612,ERS21365980,Escherichia coli,TRACS15051612,9920558,SQSCP,"TRACS_WH_111_M,23.1324309.ZA",7889390c-92ad-11ef-b117-0242391542d4,7febb7e730442aa420e2d2036611533c7febb7e730442aa420e2d2036611533c,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,15,1,1917708,cram,target,wgs,blood,"M,23.1324309.ZA"
49990_1#384,/seq/illumina/runs/49/49990/lane1/plex384/49990_1#384.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":384}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":384}]}",2025-01-09T15:55:34Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",0fae1bf3f838da759c2331b506cdc0962ab94e0e6ecb3df8c370fffa8d6fe5b5,49990,1736856358,1,1,73717831,pWGS-384,1,6288a1d95363e1f04d8c2593d3e8c211,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050959,ERS21365337,Escherichia coli,TRACS15050959,9919905,SQSCP,TRACS_LCL_295_222047,6c1be002-92ad-11ef-b117-0242391542d4,11fe6fa1110561d720d4df9759555c5d11fe6fa1110561d720d4df9759555c5d,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,384,1,3078618,cram,target,wgs,blood,222047
49990_1#251,/seq/illumina/runs/49/49990/lane1/plex251/49990_1#251.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":251}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":251}]}",2025-01-09T15:32:51Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",3d1349ca0d3f8a2ab550c7caaa73aed623e2cae129544c72632f6eee9fb58233,49990,1736856022,1,1,73717703,pWGS-384,1,603de53318b3fd1cdfbb2a65a1196106,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050492,ERS21364880,Klebsiella pneumoniae,TRACS15050492,9919438,SQSCP,TRACS_2_ES_3522,638dc3b0-92ad-11ef-b117-0242391542d4,4fcfdce944b96ea435f8aaeb7b9a18e64fcfdce944b96ea435f8aaeb7b9a18e6,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,251,1,2617300,cram,target,wgs,environmental,TRACS_2_ES_3522
